date,timestamp,latitude,longitude,current(KA),gc,distance_km,address,YEAR
19/05/2017,42:28.8,6.6797,3.1671,-23.1,G,1.708225524,"A5-1, Otta, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,42:34.1,6.6778,3.1592,-51.1,G,1.047951119,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,44:59.7,6.6758,3.154,19,G,0.803071118,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,45:35.1,6.6837,3.1547,-47.7,G,1.654277447,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,46:22.4,6.6711,3.1412,-32.6,G,1.665069723,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,46:41.1,6.656,3.1589,-53.4,G,1.465904685,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,47:19.8,6.6593,3.1685,36.8,G,1.734656525,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,48:44.1,6.6843,3.1541,20.7,G,1.727971315,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,50:42.5,6.6713,3.1638,-18.7,G,0.890496324,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,51:29.1,6.6765,3.1647,25.6,G,1.27123577,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,53:29.0,6.684,3.1609,-28.9,G,1.761550583,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,54:35.8,6.6753,3.1708,-23.1,G,1.771992033,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,02:08.4,6.6595,3.1667,21.2,G,1.567674155,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,02:42.3,6.6667,3.1388,-25.1,G,1.927318044,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,03:34.2,6.665,3.1694,-20.1,G,1.530043,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,05:55.4,6.6782,3.1588,-24.1,G,1.077095235,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
19/05/2017,12:52.3,6.6582,3.1451,30.3,G,1.700462225,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/05/2017,38:11.0,6.6757,3.1551,16.1,G,0.765549097,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/05/2017,53:12.8,6.6678,3.1388,10.3,G,1.915715636,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
28/05/2017,39:38.7,6.6783,3.1575,-17.6,G,1.057649965,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
30/05/2017,49:10.3,6.6751,3.1717,13.4,G,1.855026457,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
30/05/2017,52:11.5,6.6671,3.1498,-16.6,G,0.724844333,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
30/05/2017,54:31.6,6.6829,3.1645,11.7,G,1.812626012,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,35:17.6,6.6577,3.16,-26.1,G,1.316198065,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,35:17.7,6.6641,3.1728,-28.6,G,1.918552222,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,36:19.0,6.6619,3.1407,-36.3,G,1.871074483,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,39:36.7,6.6638,3.1727,-27.1,G,1.917522646,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,44:37.7,6.6597,3.1659,-113.5,G,1.487551787,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,45:15.2,6.6677,3.1704,-38.2,G,1.583631074,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,48:25.3,6.6554,3.1609,-49.1,G,1.5904177,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,48:46.2,6.6701,3.1733,-82.8,G,1.90315342,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,51:18.6,6.6662,3.1465,-31.7,G,1.102783888,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,51:57.3,6.6716,3.16,-84.9,G,0.524735651,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,55:28.3,6.6675,3.1641,-19.4,G,0.89572891,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
2/6/2017,07:39.8,6.6655,3.1683,-148.5,G,1.397923895,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
9/6/2017,32:03.7,6.6667,3.1654,31,G,1.05436853,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
9/6/2017,10:42.6,6.6574,3.1543,15.2,G,1.29307103,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
9/6/2017,12:05.6,6.6608,3.1552,25.7,G,0.905054853,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
9/6/2017,13:27.3,6.6681,3.1593,-21.2,G,0.36294948,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
12/6/2017,00:28.7,6.6753,3.1538,11.2,G,0.757199547,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,24:58.1,6.6576,3.1467,14.2,G,1.62973816,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,27:13.1,6.68,3.1647,9.2,G,1.557639151,"A5-1, Otta, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,30:44.6,6.6572,3.1494,24.9,G,1.496234186,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,36:44.7,6.6637,3.1432,7.4,G,1.538252,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,39:08.7,6.6786,3.1685,11.5,G,1.743021811,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,45:12.2,6.6679,3.1572,11.9,G,0.162952609,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,50:09.9,6.6852,3.1606,12.9,G,1.880246783,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,52:27.3,6.6775,3.1577,28.6,G,0.973458685,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
15/06/2017,52:43.9,6.6605,3.1504,11.2,G,1.126042408,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
28/06/2017,54:26.3,6.6677,3.1555,-28.4,G,0.148430823,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
29/06/2017,52:55.5,6.6767,3.1524,30.1,G,0.96040378,"Ado Odo/Ota, Ogun, Nigeria",2017
22/07/2017,16:10.5,6.6725,3.1533,-16.8,G,0.507563398,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
22/07/2017,26:07.6,6.6784,3.1671,14.3,G,1.60977856,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
29/08/2017,25:59.7,6.6626,3.1711,7,G,1.797062189,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
30/09/2017,24:56.4,6.6647,3.1443,66.7,G,1.385119703,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/10/2017,38:45.5,6.6612,3.1472,-35.7,G,1.303673165,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,51:05.5,6.6608,3.1552,9.7,G,0.905054853,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,00:53.0,6.6744,3.1722,13.1,G,1.879591713,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,02:07.5,6.6767,3.16,13.6,G,0.968945625,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,04:48.2,6.6671,3.1738,15.1,G,1.963710581,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,06:38.4,6.655,3.1616,14.6,G,1.659092771,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,07:08.2,6.67,3.1485,10.9,G,0.849620718,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,08:30.3,6.6656,3.1602,-15.1,G,0.581098009,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,15:40.0,6.6631,3.1699,16.9,G,1.653340731,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,21:04.1,6.68,3.1584,-14.4,G,1.261094648,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/10/2017,22:48.2,6.6673,3.1504,-8.4,G,0.655027471,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
10/10/2017,31:47.4,6.6718,3.1635,36.6,G,0.8779023,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
13/10/2017,54:33.9,6.6805,3.1426,-10.1,G,1.973206329,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,13:15.8,6.6526,3.1584,8.5,G,1.828798151,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,22:44.7,6.681,3.1476,-28.3,G,1.642297731,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,27:16.7,6.6841,3.1479,-45,G,1.919163993,"Isale, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,30:36.9,6.6742,3.1614,-17.9,G,0.830639486,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,30:37.0,6.6687,3.1634,-42.1,G,0.805277826,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,32:00.5,6.6821,3.1663,15.6,G,1.85046554,"A5-1, Otta, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,34:58.1,6.6703,3.1666,-12.7,G,1.168996602,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,38:45.5,6.682,3.1455,24.4,G,1.87050678,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,41:13.7,6.6673,3.1562,17.1,G,0.176949051,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,42:45.0,6.6866,3.1558,17.4,G,1.96968528,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,44:08.2,6.6823,3.147,-82.3,G,1.798982741,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
14/10/2017,52:35.1,6.6823,3.1585,-17.6,G,1.514406108,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,17:42.0,6.6588,3.1554,-21,G,1.124579165,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,26:54.7,6.6679,3.157,19.2,G,0.147406665,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,07:03.2,6.6572,3.1663,16.3,G,1.719197231,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,30:38.8,6.6589,3.1598,-12.5,G,1.183077354,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,30:38.9,6.674,3.1714,-19.2,G,1.781614525,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,30:39.0,6.6674,3.1393,-27.9,G,1.864031604,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,38:40.3,6.6648,3.1506,-21.6,G,0.759730644,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
26/10/2017,47:46.8,6.6656,3.1734,-35.5,G,1.944141772,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
27/10/2017,13:28.3,6.6579,3.1664,15.1,G,1.668633923,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,51:53.2,6.6668,3.139,-17.9,G,1.904019732,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,55:38.3,6.6674,3.1546,-34.7,G,0.235078222,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,05:12.0,6.6648,3.1572,18,G,0.470299621,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,38:42.4,6.6593,3.1487,-24.8,G,1.34417918,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,43:35.9,6.6518,3.1573,10.8,G,1.904729194,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,44:25.4,6.6576,3.1606,-34.7,G,1.349623692,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,51:52.2,6.6764,3.1471,27.9,G,1.299223823,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,52:51.8,6.6621,3.1717,-24.4,G,1.879912728,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
4/11/2017,18:24.9,6.6525,3.1511,18.2,G,1.90454904,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
5/11/2017,48:37.0,6.6533,3.1531,-12.9,G,1.765018615,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
7/11/2017,59:55.3,6.6727,3.1665,-18.5,G,1.223129943,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
11/11/2017,07:36.9,6.6768,3.1481,11.2,G,1.247649625,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,20:25.0,6.6585,3.1569,17.7,G,1.158472925,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,20:58.9,6.6725,3.1639,-31.7,G,0.949322727,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,20:58.9,6.6579,3.17,19.7,G,1.961131997,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,21:39.9,6.665,3.169,-56,G,1.487719243,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,21:39.9,6.6765,3.1709,-56.1,G,1.83955282,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,21:58.5,6.6696,3.1667,-66.5,G,1.172133453,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,22:37.6,6.6749,3.1489,-36.2,G,1.039726801,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,23:34.1,6.6713,3.1693,-96.4,G,1.481079236,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,23:49.2,6.6592,3.1709,16.7,G,1.95665308,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,24:19.6,6.6619,3.1636,-31.3,G,1.134910109,"Anjorin Street, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,24:26.0,6.6599,3.1609,10.6,G,1.130829625,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,24:45.1,6.6618,3.1707,17.9,G,1.793725125,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,26:10.9,6.6542,3.1492,13.9,G,1.802881568,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,31:17.3,6.6684,3.1637,29.2,G,0.839898029,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,31:45.6,6.67,3.1568,20.3,G,0.145096961,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,35:41.7,6.6544,3.1574,18.6,G,1.617367629,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
18/11/2017,37:27.7,6.6714,3.1599,28.5,G,0.503059417,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,11:22.6,6.6634,3.16,19.5,G,0.746312508,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,19:47.9,6.6567,3.1661,-31.7,G,1.747578726,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,20:12.4,6.6631,3.161,-33.3,G,0.840168932,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,27:02.2,6.6543,3.1509,-31.2,G,1.721281448,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,28:27.2,6.6535,3.1582,-30.4,G,1.726648785,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,30:42.8,6.6585,3.1669,-27.8,G,1.659607224,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,33:43.8,6.6704,3.1444,14.7,G,1.304271733,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,36:41.6,6.6704,3.1489,-18.3,G,0.813944605,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,40:38.5,6.6789,3.1626,-16.8,G,1.323917023,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,40:38.6,6.6816,3.1498,-29.4,G,1.575927678,"Ado Odo/Ota, Ogun, 112104, Nigeria",2017
20/12/2017,43:49.5,6.6849,3.1481,15.5,G,1.988076731,"Isale, Ado Odo/Ota, Ogun, 112104, Nigeria",2017
9/2/2018,13:15.2,6.6724,3.1405,-29.7,G,1.767776133,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,17:44.3,6.6798,3.1616,-39.6,G,1.35627389,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,17:52.3,6.6598,3.1606,17.8,G,1.125689617,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,20:33.8,6.6813,3.1566,19.9,G,1.381108293,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,27:28.2,6.6735,3.1496,10.6,G,0.883175745,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,27:45.0,6.6836,3.1659,-14.5,G,1.960767258,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,30:46.6,6.6706,3.1456,29.8,G,1.176360944,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,34:24.8,6.6642,3.1417,-29.2,G,1.674829122,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,34:37.2,6.6715,3.1397,29.2,G,1.835587995,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,35:13.4,6.6863,3.155,13,G,1.939912132,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,36:47.9,6.6541,3.1664,12,G,1.998875258,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,36:55.4,6.6785,3.1705,12.7,G,1.915063752,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,40:37.2,6.683,3.1467,22.4,G,1.882104828,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,42:07.3,6.6675,3.1552,15.6,G,0.184326973,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,42:26.4,6.6666,3.1496,25.2,G,0.762816742,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,43:07.0,6.6845,3.16,23.5,G,1.788219727,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,43:23.6,6.6642,3.1607,-42.4,G,0.727114516,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
9/2/2018,45:51.1,6.6817,3.1612,13.1,G,1.531390381,"Idi-Iroko Road, Otta, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
10/2/2018,41:41.1,6.6639,3.1588,-4.5,G,0.629226892,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
10/2/2018,02:10.5,6.6682,3.1504,-33.2,G,0.635384445,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
10/2/2018,04:49.7,6.6792,3.1599,13.7,G,1.220517023,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
10/2/2018,13:42.6,6.6672,3.1519,7.3,G,0.501570411,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,11:14.2,6.6582,3.1437,9.3,G,1.814263491,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,11:50.6,6.6688,3.1426,6.4,G,1.492234522,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,14:20.6,6.6655,3.1461,7.3,G,1.16810751,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,15:33.3,6.6712,3.1411,6.8,G,1.677660776,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,15:46.3,6.6825,3.1493,11.2,G,1.690113897,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,25:50.4,6.6758,3.1477,8.3,G,1.205606865,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,35:30.2,6.6611,3.1613,13.3,G,1.038519483,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,37:31.2,6.6667,3.1615,16.6,G,0.643009147,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,40:48.8,6.6846,3.1555,-12,G,1.748298933,"Isale, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,42:13.2,6.667,3.1399,15.7,G,1.802677719,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,44:28.2,6.6611,3.1623,20,G,1.103315947,"Anjorin Street, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,45:01.4,6.6785,3.1541,24.1,G,1.091543306,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,45:08.1,6.6695,3.1571,7.8,G,0.12862947,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,47:39.5,6.6609,3.1629,11.3,G,1.162455353,"Anjorin Street, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,48:11.2,6.6834,3.1554,23.3,G,1.615471934,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,52:40.4,6.6825,3.1448,7.9,G,1.962439364,"Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/02/2018,57:25.9,6.6608,3.1433,10.7,G,1.676588996,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
24/02/2018,03:31.6,6.6782,3.1482,22.9,G,1.354741211,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
24/02/2018,09:48.5,6.6592,3.1636,11.1,G,1.358230376,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
24/02/2018,23:32.2,6.6642,3.1693,11.3,G,1.547121531,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/03/2018,31:05.6,6.6612,3.1705,9.5,G,1.804547172,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/03/2018,39:54.1,6.6568,3.1548,42.3,G,1.352000129,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/03/2018,22:55.5,6.6738,3.1582,41.9,G,0.592821982,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/03/2018,26:15.2,6.6733,3.16,25.3,G,0.651959474,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
23/03/2018,36:05.2,6.6562,3.1526,16.4,G,1.463258809,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,16:26.2,6.6592,3.1625,-9.5,G,1.28786005,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,35:05.0,6.6786,3.1594,12,G,1.13928068,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,40:33.5,6.6748,3.1608,12.7,G,0.836775173,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,43:22.6,6.6559,3.1623,17.8,G,1.597875578,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,54:16.6,6.6652,3.1425,9.1,G,1.558209775,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,40:34.3,6.657,3.1457,7.3,G,1.752079551,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,45:17.7,6.6614,3.1553,-12.2,G,0.837531156,"proposed covenant university college of medcine, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,49:06.0,6.6566,3.1478,7.7,G,1.646141276,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,49:20.1,6.6568,3.1436,11.8,G,1.927755523,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,49:49.8,6.6785,3.1583,6.9,G,1.095707185,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,50:13.8,6.6733,3.1674,5.5,G,1.339781617,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,50:25.7,6.6737,3.1492,8.1,G,0.932086762,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,51:09.9,6.6683,3.165,16,G,0.983893839,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,54:10.4,6.6581,3.1666,6.8,G,1.667685207,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,59:12.7,6.6761,3.1463,11.9,G,1.347976091,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,59:15.1,6.6621,3.1691,6.6,G,1.621034672,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
29/03/2018,59:41.3,6.6642,3.153,5.2,G,0.624419169,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,00:02.4,6.6557,3.1543,9.9,G,1.480115951,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,00:32.1,6.665,3.1658,20.9,G,1.154140932,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,02:51.9,6.6759,3.1649,10.4,G,1.244973081,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,05:31.0,6.6612,3.1609,7,G,1.005337181,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,11:08.1,6.6688,3.1683,19.1,G,1.346208691,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,24:12.9,6.6682,3.1386,17.3,G,1.935489692,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,25:56.0,6.6564,3.1633,-11.7,G,1.59964956,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,26:29.7,6.6732,3.1594,-24.8,G,0.601445249,"Covenant University, Idi-Iroko Road, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
30/03/2018,27:00.8,6.6634,3.1686,7.5,G,1.508315168,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
7/4/2018,52:48.0,6.6616,3.165,12.8,G,1.273052455,"Anjorin Street, Ado Odo/Ota, Ogun, 112104, Nigeria",2018
8/4/2018,11:41.3,6.6657,3.1703,-25.5,G,1.606679135,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
8/4/2018,14:02.9,6.6682,3.1733,-23.7,G,1.899931267,"Ado Odo/Ota, Ogun, 112104, Nigeria",2018
